Book Title,Author,Author VIAF Number,Translator,Translator VIAF Number,Publisher,University Press,University_Press_STND,Translator on Cover,Translator_on_Cover_STND,Trans_Pub_Date,Trans_Publication_Country,Language ,Original_Pub_Date,Original_Publication_Country,Author Gender,Author_Gender,Author_Residence,Author_Latitude,Author_Longitude,Translator Gender,Trans_Gender,Trans_Residence,Trans_Latitude,Trans_Longitude,Text_Type,Pages_in_Translation,Pages_in_Paratexts,Paratexts Type,Glossary or Notes,Glossary_or_Notes_STND,No._of_terms_in_Glossary_or_Notes,Examples_Words_in_Glossary_or_Notes,Religious Glossary Terms,Religious_Glossary_Terms_STND (Y/N=1/0),Food Glossary Terms,Food_Glossary_Terms_STND (Y/N=1/0),Clothing Glossary Terms,Clothing_Glossary_Terms_STND (Y/N=1/0),Culture or Customs in Glossary,Culture_or_Customs_in_Glossary_STND (Y/N=1/0),Historical_Figures_in_Glossary_STND (Y/N=1/0),Awards_in_Original,Awards_in_Trans
Ali and His Russian Mother,"Chreiteh, Alexandra",171992881,"Hartman, Michelle ",61797730,Interlink,N,0,Y,1,2015,USA,Arabic,2009,Lebanon,F,0,USA,37.09024,-95.712891,F,0,Canada,56.130366,-106.346771,Novel,93,,"Historical Info,   Afterword,   Translator's Note,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Book of Khartoum,"Cormack, Raph and Shmookler, Max (editors); misc. authors",124147118197426340987,Misc.,-,Comma Press,N,0,N,0,2016,UK,Arabic,1974-2009,Misc.,Misc.,-,Sudan,12.862807,30.217636,Misc.,-,Misc.,40.6726957,-73.9574853,Short stories ,72,,"Contents Page,   Map,   Editor's Introduction,   Footnotes,   Author Bio,   Translator Bio",Y (Notes),1,26,"Al-Haj Mohammed Ahmed Suror, shahada, dervish, millet and milk, jellabiya, Sudan geography, poetry, afreet, nikah 'urfi, Sudanese history, nihas, shuloukh scars","shahada, dervish",1,millet and milk,1,jellabiya,1,"Sudan geography, poetry, afreet, nikah 'urfi, Sudanese history, nihas, shuloukh scars",1,1,-,-
The Hostage,"Dammaj, Zayd Muti",119095692,"Jayyusi, May & Tingley, Christopher ","15007166, 61676886",Interlink,N,0,Y,1,1994,USA,Arabic,1984,Lebanon,M,1,Yemen,15.552727,48.516388,"F, M",-,"Palestine, UK",31.793874,35.2326652,Novel,129,,"Preface,   Contents Page,   Preface,   Introduction,   Introduction,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,Selected by the Arab Writers Union as one of the 100 best Arabic novels of the 20th century,-
The Penguin's Song,"Daoud, Hassan",27211994,"Booth, Marilyn ",14901543,City Lights,N,0,Y,1,2014,USA,Arabic,1998,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,214,0,None,N,0,-,-,-,0,-,0,-,0,-,0,0,Muntada Cultural Prize for the best Lebanese book of 1998,-
No Road to Paradise,"Daoud, Hassan",27211994,"Booth, Marilyn ",14901543,Hoopoe,Y,1,Y,1,2017,USA,Arabic,2013,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,UK,55.378051,-3.435973,Novel,298,,Dedication,N,0,-,-,-,0,-,0,-,0,-,0,0,2015 Naguib Mahfouz Medal,-
The Year of the Revolutionary New Bread-making Machine,"Daoud, Hassan",27211994,"Jarrar, Randa",79248744,Telegram Books,N,0,N,0,2007,UK,Arabic,1996,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,144,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Borrowed Time,"Daoud, Hassan",27211994,"Scott, Michael K. ",-,Telegram,N,0,N,0,2000,Lebanon,Arabic,1998,Lebanon,M,1,Lebanon,33.854721,35.862285,M,1,USA,37.09024,-95.712891,Novel,157,,Praise for Translation,Y (Notes),1,26,"Aya Kabeera, Debbas Square, Franji, Ka'ak, Mastaba, Sherwaal, hajj, halwa, labneh, 'id, muezzin, sherwaal, tarboosh","aya kabeera, hajj, muezzin",1,"ka'ak, halwa, labneh",1,"sherwaal, tarboosh",1,id,1,0,-,-
The House of Mathilde,"Daoud, Hassan",27211994,"Theroux, Peter ",92000990,Granta Publications,N,0,Y,1,2002,UK,Arabic,1983,Lebanon,M,1,Lebanon,33.854721,35.862285,M,1,USA,37.09024,-95.712891,Novel,179,,Author and Translator Bio,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Autumn Equinox,"Douaihy, Jabbour",69101116,"Hannawi, Nay ",68274445,University of Arkansas Press,Y,1,Y,1,2001,Canada,Arabic,1995,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,Kuwait,29.31166,47.481766,Novel,126,,Dedication,N,0,-,-,-,0,-,0,-,-,-,0,0,-,Arkansas Arabic Translation Award
The American Quarter,"Douaihy, Jabbour",69101116,"Haydar, Paula",7665444,Interlink,N,0,Y,1,2018,USA,Arabic,2014,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,170,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
June Rain,"Douaihy, Jabbour",69101116,"Haydar, Paula ",7665444,Bloomsbury Qatar,N,0,Y,1,2014,UK,Arabic,2006,Lebanon,M,1,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,310,,"Dedication,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,Shortlisted for the International Prize for Arabic Fiction,Highly Commended for the Banipal Prize for Arabic Translation
A Certain Woman ,"El Badry, Hala",7662674,"Abdel Wahab, Farouk ",97603587,AUC,Y,1,Y,1,2003,Egypt,Arabic,2001,Egypt,F,0,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,216,,Translator's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,Winner of the best novel prize at the Cairo International Book Fair (2001),-
Rain over Baghdad,"El Badry, Hala",7662674,"Abdel Wahab, Farouk ",97603587,AUC,Y,1,Y,1,2014,Egypt,Arabic,2010,Iraq,F,0,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,475,,"Dedication,   Glossary",Y,1,52,"abuna, al-Hallaj, shahada, fitir mishaltit, halawa, kahi, masghouf, mumbar, samun bread, abaya, abla, abu, umm, ajami, dabka, majlis, shabka, sitt, ustaz, ustaza","abuna, al-Hallaj, shahada",1,"fitir mishaltit, halawa, kahi, masghouf, mumbar, samun bread",1,"abaya, ",1,"abla, abu, umm, ajami, dabka, majlis, shabka, sitt, ustaz, ustaza",1,0,-,-
Muntaha,"El Badry, Hala",7662674,"Roberts, Nancy ",47001671,AUC,Y,1,Y,1,2006,Egypt,Arabic,1995,Egypt,F,0,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,211,,"Dedication,   Glossary",Y,1,44,"Al-salaam 'alaykum, dhikr, hagg, ma'zun, qibla, gullash, hummusiya, kunafa, mitaggin, thareed, basbusa, ta'miya, siga, umm, naruza","Al-salaam 'alaykum, dhikr, hagg, ma'zun, qibla",1,"gullash, hummusiya, kunafa, mitaggin, thareed, basbusa, ta'miya",1,-,0,"siga, umm, naruza",1,1,-,-
Talk of Darkness,"El Bouih, Fatna",61250587,"Kamal, Mustapha & Slyomovics, Susan","86261247, 76441399",UT Austin,Y,1,Y,1,2008,USA,Arabic,2001,Morocco,F,0,Morocco,31.791702,-7.09262,"M, F",-,USA,37.09024,-95.712891,Memoir,95,,"Dedication,   Contents Page,   Translator's Introduction,   Chronology,   Endnotes",Y (Notes),1,19,"Saida Menebhi, Quranic references, Ramadan, Moroccan pronounciation, sayings, cabrana, prison explanations","Quranic references, Ramadan",1,-,0,-,0,"Moroccan pronounciation, sayings, cabrana, prison explanations",1,1,-,-
House of the Wolf,"El Kamhawi, Ezzat",42258265,"Roberts, Nancy",47001671,AUC,Y,1,Y,1,2013,Egypt,Arabic,2010,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,265,,"Image,   Glossary",Y,1,42,"Arak, asida, cover me up and wail over me, fatta, gilbab, kunafa, maybe you grabbed a cat's tail, murad bey, salep, ta'miya, asaliya, dhikr, gallabiya, ma'zun, mulukhiya, qibla","dhikr, ma'zun, qibla",1,"arak, asaliya, asida, fatta, kunafa, mulukhiya, salep, ta'miya",1,"gallabiya, gilbab",1,cover me up and wail over me,1,1,Naguib Mahfouz Medal (2012),-
The Circling Song,"El Saadawi, Nawal",84254254,-,-,Zed Books,N,0,N,0,1989,UK,Arabic,1976,Lebanon,F,0,Egypt,26.820553,30.802498,-,-,-,,,Novel,79,0,None,Y (Notes),1,7,"gallabiyya, alms, Egypt geography",alms,1,-,0,gallabiyya,1,-,0,1,-,-
The Novel,"El Saadawi, Nawal",84254254,"Amin, Omnia & London, Rick","4875237, 43370146",Interlink,N,0,Y,1,2009,USA,Arabic,2005,Egypt,F,0,Egypt,26.820553,30.802498,"F, M",-,"UAE, USA",40.7547199,-73.979465,Novel,236,,Contents Page,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Memoirs of a Woman Doctor,"El Saadawi, Nawal",84254254,"Cobham, Catherine ",24756669,City Lights,N,0,N,0,1989,USA,Arabic,1958,Egypt,F,0,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,92,,"Dedication,   Contents Page,   Author's Preface",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
She Has No Place in Paradise,"El Saadawi, Nawal",84254254,"Eber, Shirley ",69100087,Methuen,N,0,N,0,1987,UK,Arabic,1979,Lebanon,F,0,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Short stories,167,,Quotation,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Searching,"El Saadawi, Nawal",84254254,"Eber, Shirley ",6910087,Zed Books,N,0,N,0,1991,UK,Arabic,1968,Egypt,F,0,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Novel,111,,"Author's Preface,   Author Bio,   Book Reviews",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Love in the Kingdom of Oil,"El Saadawi, Nawal",84254254,"Hatim, Basil & Williams, Malcolm ","44451363, 47038933",Saqi Books,N,0,N,0,2001,UK,Arabic,1993,Egypt,F,0,Egypt,26.820553,30.802498,"M, M",1,UK,55.378051,-3.435973,Novel,129,0,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
A Daughter of Isis: The Autobiography of Nawal El Saadawi,"El Saadawi, Nawal",84254254,"Hetata, Sherif",32229967,Zed Books,N,0,N,0,1999,UK,Arabic,1988,Egypt,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Memoir,289,,Author Bio,Y (Notes),1,40,"Noon, Ashtar, Azraeen, mulukheya, halawa, mughat, gallabeya, tarha, giba, kaftan, pantoufles, al-tawgeheya, za’laa, Bo’o Bo’o Effendi, suffragui, piastre, effendi, um, hajja","Noon, Ashtar, Azraeen",1,"mulukheya, halawa, mughat",1,"gallabeya, tarha, giba, kaftan, pantoufles",1,"al-tawgeheya, za’laa, Bo’o Bo’o Effendi, suffragui, piastre, effendi, um, hajja",1,1,-,-
Woman at Point Zero,"El Saadawi, Nawal",84254254,"Hetata, Sherif ",32229967,Zed Books,N,0,N,0,1983,USA,Arabic,1975,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,108,,"Author's Introduction,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,,
God Dies by the Nile,"El Saadawi, Nawal",84254254,"Hetata, Sherif ",32229967,Zed Books,N,0,N,0,1985,UK,Arabic,1974,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,138,0,None,Y,1,14,"galabeya, misr, mouloukheya, Sunna","eid, hejaz, zar, sunna",1,mouloukheya,1,"galabeya, jiba, melaya, ",1,"misr, daya, tabla, tambour, yoo yoos, ame",1,0,-,-
The Innocence of the Devil,"El Saadawi, Nawal",84254254,"Hetata, Sherif ",32229967,University of California Press,Y,1,N,0,1994,USA,Arabic,1992,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,233,,"Contents Page,   Introduction",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Fall of the Imam,"El Saadawi, Nawal",84254254,"Hetata, Sherif ",32229967,Saqi Books,N,0,N,0,2002,UK,Arabic,1987,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,189,7,"Dedication, Contents Page, Preface, Notes",Y (Notes),1,unnumbered,,"shari'a, imam, bint allah, imam allah",1,-,0,-,0,-,0,0,-,-
Two Women in One,"El Saadawi, Nawal",84254254,"Nusairi, Osman & Gough, Jana","16952456, 46933186",The Seal Press,N,0,N,0,1986,USA,Arabic,1975,Lebanon,F,0,Egypt,26.820553,30.802498,"M, F",-,Sudan,12.862807,30.217636,Novel,117,,Author's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Drumbeat,"El-Bisatie, Mohamed",46748814,"Daniel, Peter",-,AUC,Y,1,Y,1,2010,Egypt,Arabic,2006,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,123,,"Contents Page,   Translator's Introduction,   Sources",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Clamor of the Lake,"El-Bisatie, Mohamed",46748814,"Halim, Hala ",4643024,AUC,Y,1,N,0,2004,Egypt,Arabic,1994,Egypt,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,142,,Translator's Acknowledgements,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Houses Behind the Trees,"El-Bisatie, Mohamed",46748814,"Johnson-Davies, Denys",75051071,UT Austin,Y,1,Y,1,1998,USA,Arabic,1993,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,105,0,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
A Last Glass of Tea and other stories,"El-Bisatie, Mohamed",46748814,"Johnson-Davies, Denys",75051071,"Three Continents, Lynne Rienner Publishers",N,0,N,0,1998,USA,Arabic,Misc.,Egypt,M,1,Egypt,26.820553,30.802498,M,1,"Egypt, Morocco",34.0175211,-6.824423,Short stories,138,0,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Hunger,"El-Bisatie, Mohamed",46748814,"Johnson-Davies, Denys",75051071,AUC,Y,1,Y,1,2008,Egypt,Arabic,2007,Lebanon,M,1,Egypt,26.820553,30.802498,M,1,"Egypt, Morocco",34.0175211,-6.824423,Novel,117,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,Shortlisted for the 2009 Arabic Booker Prize,-
Over the Bridge,"El-Bisatie, Mohamed",46748814,"Roberts, Nancy ",47001671,AUC,Y,1,Y,1,2006,Egypt,Arabic,2004,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,142,,Translator's Acknowledgements,Y,1,6,"fuul, gallabiya, jilbab, arghoul, Younis",-,0,fuul,1,"gallabiya, jilbab",1,"arghoul, Younis",1,1,-,-
Black Magic,"El-Gazzar, Hamdy",95065511,"Davies, Humphrey ",228562256,AUC,Y,1,Y,1,2007,Egypt,Arabic,2005,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,186,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,Sawris Foundation Prize in Egyptian Literature (2006),-
Private Pleasures,"El-Gazzar, Hamdy",95065511,"Davies, Humphrey ",228562256,AUC,Y,1,Y,1,2013,Egypt,Arabic,2008,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,207,,"Contents Page,   Glossary",Y,1,81,"101 dominoes, Abd el-Wahhab, Ahmad Munib, July revolution, shamm el-naseem, audible prayer/salah jahira, copt, feast of the breaking of the fast, friday prayer, hagg, saqar, yusuf, zawya, ashura, baba ghanoug, bilila, fiseekh, fuul, kunafa, kushari, miluha, mish, mulukhiya, siwak, taamiya, gallabiya, abla, bekyaaa, bey, beys, duur, effendi, giza, goza, hanim, khamasin, khawaga, shaabi, ","audible prayer/salah jahira, copt, feast of the breaking of the fast, friday prayer, hagg, saqar, yusuf, zawya",1,"ashura, baba ghanoug, bilila, fiseekh, fuul, kunafa, kushari, miluha, mish, mulukhiya, siwak, taamiya ",1,"gallabiya, ",1,"abla, bekyaaa, bey, beys, duur, effendi, giza, goza, hanim, khamasin, khawaga, shaabi, ",1,1,-,-
Diary of a Child Called Saoud,"El-Saadawi, Nawal",84254254,"Amin, Omnia",4875237,Palgrave Macmillan,N,0,Y,1,2016,USA,Arabic,2015,Lebanon,F,0,Egypt,26.820553,30.802498,F,0,UAE,23.424076,53.847818,Novel,125,,Footnotes,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Well of Life and The Thread: Two Short Novels,"El-Saadawi, Nawal",84254254,"Hetata, Sherif",32229967,Lime Tree,N,0,N,0,1993,UK,Arabic,1988,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novella,120,,Dedication,N,0,5,"ain, Arabic letters, tableya",-,0,-,0,-,0,tableya,1,0,-,-
Zeina,"El-Saadawi, Nawal",84254254,"Nowaira, Amira ",33910649,Saqi Books,N,0,N,0,2011,UK,Arabic,2009,Lebanon,F,0,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,244,,"Acknowledgements,   Contents Page,   Translator's Introduction,   Author's Introduction,   Author Bio,    Interview with the Author,   Index",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Ninety-Ninth Floor,"Elhassan, Jana Fawaz",296712813,"Hartman, Michelle ",61797730,Interlink,N,0,Y,1,2016,USA,Arabic,2014,Lebanon,F,0,Lebanon,33.854721,35.862285,F,0,Canada,56.130366,-106.346771,Novel,278,,"Quotation,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,Shortlisted for the International Prize for Arabic Fiction 2015,-
The Plague,"Elkhadem, Saad",66508807,"El-Gabalawy, Saad ",97965,York ,N,0,Y,1,1989,Canada,Arabic & English (Bilingual Edition),1952,Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novella,27,,"Bibliography,    Arabic text",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Chronicle of the Flying Egyptian in Canada,"Elkhadem, Saad",66508807,"El-Gabalawy, Saad ",97965,York ,N,0,Y,1,1991,Canada,Arabic & English (Bilingual Edition),1952,Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novel,34,,"Contents Page,   Translator's Introduction",Y (Notes),1,69,Notes are explanations and references,-,0,-,0,-,0,-,0,0,-,-
The Ulysses Trilogy,"Elkhadem, Saad",66508807,"El-Gabalawy, Saad ",97965,York ,N,0,Y,1,1988,Canada,Arabic,"1985, 1987, 1987",Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novel,51,,"Author Bio,   Footnotes",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
An Egyptian Satire About a Condemned Building,"Elkhadem, Saad",66508807,"Elkhadem, Saad",66508807,York ,N,0,Y,1,1996,Canada,Arabic & English (Bilingual Edition),1952,Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novel,32,,"Bibliography,    Arabic text",Y (Notes),1,30,Notes are explanations and references,-,0,-,0,-,0,-,0,0,-,-
Two Avant-Garde Egyptian Novels,"Elkhadem, Saad",66508807,"Elkhadem, Saad",66508807,York ,N,0,Y,1,1998,Canada,Arabic & English (Bilingual Edition),1952,Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novella,47,,Author Bio,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
One Night in Cairo: An Egyptian Micronovel with Footnotes,"Elkhadem, Saad",66508807,"Elkhadem, Saad",66508807,York ,N,0,Y,1,2001,Canada,Arabic & English (Bilingual Edition),1952,Canada,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novella,41,,"Translator's Introduction,   Foreword",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Blessed Movement,"Elkhadem, Saad",66508807,"Elkhadem, Saad",66508807,York,N,0,-,0,1997,Canada,Arabic,1952,Egypt,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novella,24,,"Author Bio,   Contents Page",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Blessed Movement,"Elkhadem, Saad",66508807,"Elkhadem, Saad",66508807,York,N,0,-,0,1997,Canada,Arabic,1952,Egypt,M,1,Canada,56.130366,-106.346771,M,1,Canada,56.130366,-106.346771,Novella,24,,Translator's Introduction,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Yelling Dowry,"Elsir, Amir Tag",7792555,"Abdullah, Abdul-Wahhab & S. Abdullah, Amel",-,Moment Digibooks Ltd.,N,0,Y,1,2013,UK,Arabic,2009,Lebanon,M,1,Sudan/Qatar,,,"M, F",-,USA,37.09024,-95.712891,Novel,387,,"Author Bio,   Quotation",Y (Notes),1,43,"loose toungues, ararook, sai, labbayk allahumma labbayk","umrah, hajj explanations, labbayk allahumma labbayk, eid al-fitr, eid al-adha, adthan, allahu akbar",1,"qawarma, kamal",1,rahat,1,folk tale references,1,0,-,-
Ebola '76,"Elsir, Amir Tag",7792555,"Bredin, Charis & Danby, Emily","-, 272146094333400332400",Darf,N,0,Y,1,2017,UK,Arabic,2012,Lebanon,M,1,Sudan/Qatar,,,"M, F",-,UK,55.378051,-3.435973,Novel,134,,"Author Bio,   Translator Bio,   Dedication,   Footnotes",N,0,-,-,-,0,-,0,-,0,-,0,0,-,Longlist of the 2018 Best Translated Book Award 
French Perfume,"Elsir, Amir Tag",7792555,"Hutchins, William",12461356,Antibookclub,N,0,Y,1,2015,USA,Arabic,2010,Lebanon,M,1,Sudan/Qatar,,,M,1,USA,37.09024,-95.712891,Novel,134,,"Author's Note,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Telepathy,"Elsir, Amir Tag",7792555,"Hutchins, William",12461356,Bloomsbury Qatar,N,0,Y,1,2016,Qatar,Arabic,2015,Qatar,M,1,Sudan/Qatar,,,M,1,USA,37.09024,-95.712891,Novel,165,,"Character List,   Author Bio,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Grub Hunter,"Elsir, Amir Tag",7792555,"Hutchins, William M.",12461356,Pearson Education,N,0,N,0,2012,UK,Arabic,2010,Algeria,M,1,Qatar,25.354826,51.183884,M,1,USA,37.09024,-95.712891,Novel,133,,"Quotation,   Author's Note,   Notes",Y (Notes),1,3,"harfash/farfar, al-lablab",-,0,-,0,-,0,"harfash/farfar, al-lablab",1,0,Shortlisted for International Prize for Arabic Fiction 2011,-
The Palm House,"Eltayeb, Tarek",12296260,"Palmer-Zeid, Kareem James",90500827,AUC,Y,1,N,0,2012,Egypt,Arabic,2006,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,286,,Dedication,Y,1,98,"al-Darib, dhal, haggana, al-hilal, al-hut, medinat al-shams, nur, nawwar, allahu akbar, eid al-adha, fatiha, hagg/hajj, iblis, iftar, balila, fuul, gondayl, guwannabana, halawa tahiniya, hilba, hilw-murr, karkaday, kisra, kushari, madida, mahlab, sahlab, semmel bread, shakshuka, sharmut, weeka, ahlan wa-sahlan, aqeeqa, argoun palm, karama, khawaga, al-kizan, ya satir","allahu akbar, eid al-adha, fatiha, hagg/hajj, iblis, iftar",1,"balila, fuul, gondayl, guwannabana, halawa tahiniya, hilba, hilw-murr, karkaday, kisra, kushari, madida, mahlab, sahlab, semmel bread, shakshuka, sharmut, weeka",1,-,0,"ahlan wa-sahlan, aqeeqa, argoun palm, karama, khawaga, al-kizan, ya satir",1,1,-,-
Cities without Palms,"Eltayeb, Tarek",12296260,"Palmer-Zeid, Kareem James",90500827,AUC,Y,1,Y,1,2015,Egypt,Arabic,1992,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,90,,"Dedication,   Glossary",N,0,-,-,-,0,-,0,-,0,-,0,0,-,Runner up for the 2010 Banipal Translation Prize
Women of Karantina,"Eltoukhy, Nael",9635544,"Moger, Robin ",121559456,AUC,Y,1,Y,1,2015,Egypt,Arabic,2013,Egypt,M,1,Egypt,26.820553,30.802498,M,1,South Africa,-30.559482,22.937506,Novel,295,,"Quotation,   Glossary",Y,1,26,"fatiha, hagg/hagga, iftar, laylat al-qadr, rakaa, basbousa, fatta, fuul, harisa, kunafa, kushari, mulukhiya, gallabiya, khimar, munaqqaba, niqab, aza, basha, bashmuhandis, bey, mabrouk, umda","fatiha, hagg/hagga, iftar, laylat al-qadr, rakaa",1,"basbousa, fatta, fuul, harisa, kunafa, kushari, mulukhiya",1,"gallabiya, khimar, munaqqaba, niqab",1,"aza, basha, bashmuhandis, bey, mabrouk, umda",1,0,-,-
Tales of Yusuf Tadrus,"Esmat, Edal",3694153239463029450007,"McClure, Mandy",11967119,Hoopoe,Y,1,Y,1,2018,Egypt,Arabic,2015,Egypt,M,1,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,207,,"Author Bio,   Translator Bio,   Dedication",N,0,-,-,-,0,-,0,-,0,-,0,0,Winner of Naguib Mahfouz Medal for Literature 2016,-
The Televangelist,"Essa, Ibrahim",61713436,"Wright, Jonathan",100760374,Hoopoe,Y,1,Y,1,2016,USA,Arabic,2012,Qatar,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,480,,Translator's Note,Y (Notes),1,5,Yazid ibn-Muawiya,"mutanassir, hadith",1,-,0,-,0,dhimmi,1,1,Shortlisted for the International Prize for Arabic Fiction,-
Maryam's Maze,"Ez Eldin, Mansoura",32282451,"Starkey, Paul",116022327,AUC,Y,1,Y,1,2007,Egypt,Arabic,2004,Lebanon,F,0,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,102,,"Glossary,   Translator's Note",Y,1,10,"fatiha, shaykha, gallabiya, bango, pasha, fedayeen, feddan, fellaheen, shisha","fatiha, shaykha",1,-,0,gallabiya,1,"bango, pasha, fedayeen, feddan, fellaheen, shisha",1,0,-,-
A Beautiful White Cat Walks With Me,"Fadel, Youssef",205886386,"Elinson, Alexander E.",73334159,Hoopoe,Y,1,Y,1,2016,USA,Arabic,2011,Lebanon,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Novel,220,,"Author and Translator Bio,   Quotation,   Translator's Foreword",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
A Rare Blue Bird Flies with Me,"Fadel, Youssef",205886386,"Smolin, Jonathan ",46575729,Hoopoe,Y,1,Y,1,2016,USA,Arabic,2013,Lebanon,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Novel,235,,"Dedication,   Foreword",N,0,-,-,-,0,-,0,-,0,-,0,0,Shortlisted for the 2014 Arabic Booker Prize,-
Maps of the Soul,"Fagih, Ahmed",12420872,"Allam, Thoraya Mahdi & Loo, Brian","272047197, -",Darf,N,0,N,0,2014,UK,Arabic,2007,Lebanon,M,1,Libya,26.3351,17.228331,"F, M",-,"Egypt, Malaysia",30.0532549,31.203779,Novel,612,,"Author Bio,   Contents Page,   Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
